epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,5315.51,0.72379,1.08287,1.42061,0.65722,0.58427,0.63298,0.31534,0.90195,1.12786,1.71189,0.00682136,0.00682136,0.00682136
72,5390.41,0.72177,1.08118,1.41204,0.67647,0.5618,0.6302,0.32026,0.88954,1.13315,1.68989,0.00677595,0.00677595,0.00677595
73,5464.47,0.71306,1.06282,1.41073,0.68483,0.54944,0.62348,0.31766,0.88829,1.14875,1.69257,0.00673055,0.00673055,0.00673055
74,5539.14,0.71595,1.06222,1.41642,0.68022,0.56292,0.6326,0.32233,0.89105,1.13526,1.69364,0.00668514,0.00668514,0.00668514
75,5614.12,0.71488,1.06916,1.40064,0.69848,0.54607,0.63065,0.32297,0.88203,1.12808,1.68433,0.00663973,0.00663973,0.00663973
76,5688.55,0.70846,1.04971,1.40217,0.69701,0.55506,0.63398,0.32791,0.88353,1.1338,1.68106,0.00659432,0.00659432,0.00659432
77,5764.03,0.70954,1.05632,1.39556,0.67543,0.55955,0.63411,0.32783,0.87361,1.12969,1.67707,0.00654891,0.00654891,0.00654891
78,5838.03,0.7004,1.04021,1.39769,0.66724,0.57697,0.63461,0.32685,0.86787,1.11036,1.66906,0.0065035,0.0065035,0.0065035
79,5913.16,0.70206,1.04585,1.39112,0.71778,0.53933,0.6319,0.32642,0.86712,1.12172,1.66798,0.00645809,0.00645809,0.00645809
80,5987.25,0.69499,1.03387,1.38905,0.68057,0.57022,0.64102,0.33262,0.86525,1.11877,1.66006,0.00641268,0.00641268,0.00641268
81,6060.94,0.69384,1.03184,1.38417,0.67845,0.56742,0.63215,0.32947,0.86316,1.11825,1.66895,0.00636727,0.00636727,0.00636727
82,6135.12,0.68945,1.02742,1.37125,0.70505,0.56966,0.63923,0.33032,0.86289,1.10278,1.66908,0.00632186,0.00632186,0.00632186
83,6209.69,0.67974,1.01812,1.37774,0.70915,0.55955,0.64307,0.3332,0.86004,1.1078,1.6555,0.00627645,0.00627645,0.00627645
84,6283.55,0.68396,1.01875,1.37248,0.69865,0.57191,0.64634,0.33421,0.86936,1.09865,1.67583,0.00623105,0.00623105,0.00623105
85,6357.39,0.6786,1.00589,1.37125,0.69926,0.56573,0.64194,0.33707,0.85833,1.08942,1.66151,0.00618564,0.00618564,0.00618564
86,6431.38,0.67016,0.99881,1.35762,0.71559,0.55056,0.63651,0.33535,0.84822,1.09609,1.64781,0.00614023,0.00614023,0.00614023
87,6505.17,0.67159,0.99943,1.35595,0.71962,0.55659,0.64965,0.34197,0.83947,1.0664,1.63872,0.00609482,0.00609482,0.00609482
88,6578.55,0.67094,0.9887,1.36483,0.73807,0.54831,0.64687,0.33748,0.85059,1.07877,1.64511,0.00604941,0.00604941,0.00604941
89,6652.07,0.66505,0.98361,1.36103,0.72166,0.55056,0.64671,0.34279,0.84233,1.06987,1.64326,0.006004,0.006004,0.006004
