epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,76.8746,2.65667,3.30726,3.58919,0.04093,0.01798,0.00749,0.00245,2.34176,5.16676,3.31031,0.0700752,0.00332498,0.00332498
2,150.157,2.16367,2.78254,2.96558,0.20931,0.1882,0.10933,0.03441,1.83634,2.73084,2.81399,0.040045,0.00662808,0.00662808
3,224.206,1.73358,2.45504,2.50075,0.29309,0.23315,0.16196,0.05143,1.7646,2.91929,2.72015,0.00998445,0.0099009,0.0099009
4,297.735,1.56236,2.27051,2.28021,0.2935,0.30169,0.2122,0.06916,1.58674,2.67906,2.42478,0.00986377,0.00986377,0.00986377
5,369.74,1.48644,2.11998,2.16757,0.39413,0.36573,0.28543,0.10209,1.44034,2.2197,2.21378,0.00981836,0.00981836,0.00981836
6,442.101,1.44085,2.03348,2.10773,0.3246,0.31742,0.23032,0.07931,1.54344,2.09662,2.36662,0.00977295,0.00977295,0.00977295
7,515.084,1.40749,1.95462,2.06254,0.42566,0.3573,0.31919,0.12132,1.45023,1.9608,2.22109,0.00972755,0.00972755,0.00972755
8,587.88,1.39152,1.90421,2.03699,0.45606,0.34775,0.34176,0.12971,1.4352,1.8607,2.19175,0.00968214,0.00968214,0.00968214
9,661.996,1.3603,1.85241,2.0134,0.50494,0.41658,0.41289,0.15637,1.4044,1.67733,2.15701,0.00963673,0.00963673,0.00963673
10,736.088,1.34603,1.80724,1.9903,0.47002,0.40169,0.37229,0.14282,1.40354,1.83244,2.15976,0.00959132,0.00959132,0.00959132
11,809.144,1.32787,1.77198,1.96219,0.48602,0.40618,0.38923,0.15292,1.41719,1.68542,2.17977,0.00954591,0.00954591,0.00954591
12,882.446,1.32226,1.7382,1.95875,0.55144,0.40899,0.43202,0.17502,1.37265,1.63122,2.14129,0.0095005,0.0095005,0.0095005
13,957.684,1.30858,1.70612,1.93607,0.51477,0.42865,0.40661,0.16463,1.37375,1.69226,2.11828,0.00945509,0.00945509,0.00945509
14,1032.01,1.28945,1.68585,1.91959,0.51894,0.41404,0.42721,0.16867,1.36848,1.64009,2.11578,0.00940968,0.00940968,0.00940968
15,1106.62,1.27963,1.65518,1.90862,0.55942,0.44213,0.45684,0.18387,1.34117,1.5958,2.09391,0.00936427,0.00936427,0.00936427
16,1181.49,1.27261,1.63896,1.89865,0.54415,0.42809,0.43383,0.17754,1.37222,1.59312,2.12119,0.00931886,0.00931886,0.00931886
