epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,2926.5,1.69246,1.29702,1.74913,0.68649,0.49775,0.57485,0.26455,1.89846,1.31898,2.01419,0.00811,0.00811,0.00811
44,2994.18,1.6979,1.29937,1.73204,0.6588,0.50056,0.56427,0.2603,1.90351,1.32212,2.02335,0.008065,0.008065,0.008065
45,3061.38,1.69379,1.29654,1.74096,0.63958,0.52041,0.56787,0.25829,1.89978,1.2918,2.03619,0.00802,0.00802,0.00802
46,3129.28,1.68327,1.27487,1.71981,0.6684,0.51124,0.58198,0.26879,1.86364,1.26707,1.9974,0.007975,0.007975,0.007975
47,3196.86,1.6738,1.26389,1.725,0.6707,0.4927,0.57015,0.2653,1.87965,1.27346,2.02017,0.00793,0.00793,0.00793
48,3264.36,1.67088,1.25504,1.72615,0.64356,0.52584,0.58594,0.27858,1.86062,1.27381,2.00091,0.007885,0.007885,0.007885
49,3331.56,1.67257,1.25425,1.71357,0.67425,0.52528,0.58521,0.27027,1.89641,1.29519,2.01918,0.00784,0.00784,0.00784
50,3399.23,1.66335,1.25436,1.71365,0.66123,0.52753,0.58713,0.27509,1.87267,1.26313,1.99489,0.007795,0.007795,0.007795
51,3467.31,1.64035,1.22497,1.70279,0.67096,0.51854,0.59175,0.27907,1.87093,1.25561,2.00463,0.00775,0.00775,0.00775
52,3535.53,1.65191,1.22173,1.69324,0.67672,0.52978,0.6053,0.28447,1.88503,1.25225,1.99534,0.007705,0.007705,0.007705
53,3603.62,1.63567,1.20644,1.69862,0.63584,0.52185,0.57767,0.27376,1.88296,1.2641,2.00552,0.00766,0.00766,0.00766
54,3671.61,1.64404,1.20173,1.67712,0.64502,0.53371,0.59203,0.27808,1.86071,1.24869,1.97769,0.007615,0.007615,0.007615
55,3739.86,1.63278,1.20237,1.67882,0.66932,0.53876,0.60078,0.28897,1.85271,1.22255,1.98408,0.00757,0.00757,0.00757
56,3808.69,1.62589,1.19039,1.68194,0.65045,0.55281,0.60309,0.2893,1.84524,1.22694,1.99042,0.007525,0.007525,0.007525
57,3876.74,1.637,1.19279,1.67134,0.6408,0.53034,0.58447,0.28197,1.86747,1.25191,1.99984,0.00748,0.00748,0.00748
58,3944.75,1.6186,1.18315,1.68262,0.66992,0.53932,0.59517,0.2887,1.86179,1.23187,1.9833,0.007435,0.007435,0.007435
59,4012.74,1.60704,1.16741,1.66991,0.6652,0.53989,0.59474,0.28665,1.85435,1.20348,1.97572,0.00739,0.00739,0.00739
60,4081.04,1.60513,1.16244,1.65776,0.65337,0.54382,0.60148,0.29044,1.83415,1.21078,1.96941,0.007345,0.007345,0.007345
61,4149.33,1.60283,1.14897,1.65862,0.66987,0.54382,0.61056,0.29517,1.8532,1.19374,1.98482,0.0073,0.0073,0.0073
62,4217.41,1.59646,1.14773,1.6562,0.69333,0.52329,0.59905,0.29311,1.82351,1.20506,1.94423,0.007255,0.007255,0.007255
63,4285.24,1.59754,1.14454,1.65237,0.66972,0.54326,0.61682,0.2957,1.86129,1.20125,1.99786,0.00721,0.00721,0.00721
64,4353.29,1.58549,1.12902,1.64302,0.65798,0.55552,0.60387,0.29495,1.83595,1.19734,1.95461,0.007165,0.007165,0.007165
65,4420.89,1.5815,1.13484,1.64427,0.67188,0.53539,0.61252,0.3012,1.82674,1.17851,1.96967,0.00712,0.00712,0.00712
66,4488.51,1.56557,1.11556,1.64157,0.65437,0.57135,0.62916,0.31171,1.81926,1.18583,1.93383,0.007075,0.007075,0.007075
67,4556.17,1.56701,1.11449,1.6313,0.68807,0.54438,0.61957,0.30911,1.80877,1.2006,1.93086,0.00703,0.00703,0.00703
68,4623.46,1.57228,1.12117,1.61454,0.67,0.55955,0.63294,0.31345,1.80211,1.15163,1.93092,0.006985,0.006985,0.006985
69,4691.12,1.56887,1.11701,1.61206,0.71109,0.54157,0.6315,0.30956,1.81603,1.15362,1.9476,0.00694,0.00694,0.00694
70,4758.56,1.55763,1.10343,1.6206,0.66923,0.56517,0.6222,0.31197,1.80911,1.16945,1.9388,0.006895,0.006895,0.006895
71,4825.94,1.5515,1.09132,1.60896,0.67626,0.56236,0.6242,0.31163,1.79792,1.13974,1.9291,0.00685,0.00685,0.00685
72,4893.56,1.55259,1.10207,1.60974,0.69174,0.56461,0.63339,0.31265,1.79709,1.14995,1.93273,0.006805,0.006805,0.006805
73,4961.32,1.54746,1.08763,1.61095,0.67103,0.5691,0.62844,0.31492,1.77913,1.13651,1.90844,0.00676,0.00676,0.00676
74,5028.72,1.53531,1.07529,1.60499,0.6997,0.55506,0.62911,0.31658,1.77423,1.14306,1.90922,0.006715,0.006715,0.006715
75,5096.77,1.53356,1.06671,1.5942,0.69739,0.56067,0.63118,0.31666,1.79615,1.13961,1.90975,0.00667,0.00667,0.00667
76,5164.14,1.52754,1.06586,1.59705,0.70485,0.54872,0.63516,0.32134,1.77314,1.11654,1.90406,0.006625,0.006625,0.006625
77,5231.85,1.52395,1.0627,1.58318,0.69539,0.55281,0.6272,0.31815,1.78372,1.12518,1.90607,0.00658,0.00658,0.00658
78,5300.09,1.51573,1.06023,1.58119,0.68613,0.55899,0.62434,0.31681,1.78646,1.13793,1.90161,0.006535,0.006535,0.006535
79,5367.63,1.50766,1.04945,1.57472,0.70508,0.55,0.62905,0.32057,1.77628,1.12726,1.89933,0.00649,0.00649,0.00649
80,5435.6,1.50206,1.04245,1.57638,0.69213,0.56742,0.6345,0.32275,1.77604,1.11244,1.9056,0.006445,0.006445,0.006445
81,5503.03,1.50953,1.0493,1.57082,0.68094,0.57192,0.63874,0.32695,1.7698,1.11892,1.89145,0.0064,0.0064,0.0064
82,5570.6,1.5019,1.03697,1.57597,0.71048,0.56629,0.63876,0.33011,1.75914,1.10969,1.88637,0.006355,0.006355,0.006355
83,5638.45,1.49415,1.03284,1.57088,0.69955,0.55461,0.63833,0.32725,1.77152,1.1043,1.88776,0.00631,0.00631,0.00631
84,5706.56,1.48785,1.02992,1.55556,0.72294,0.55,0.64214,0.33055,1.74408,1.09051,1.85996,0.006265,0.006265,0.006265
85,5774.58,1.50228,1.03411,1.56044,0.70638,0.55684,0.63638,0.32841,1.73313,1.10283,1.86988,0.00622,0.00622,0.00622
86,5842.5,1.48013,1.01542,1.55635,0.70684,0.56236,0.63896,0.33073,1.73836,1.09472,1.86615,0.006175,0.006175,0.006175
87,5910.53,1.48776,1.02302,1.5376,0.70825,0.55955,0.64223,0.33422,1.75897,1.08624,1.87995,0.00613,0.00613,0.00613
88,5978.33,1.479,1.00964,1.55049,0.68805,0.57528,0.64375,0.33731,1.74688,1.09246,1.87675,0.006085,0.006085,0.006085
89,6046.25,1.47994,1.01045,1.53649,0.69983,0.56582,0.64957,0.34007,1.75291,1.08749,1.87787,0.00604,0.00604,0.00604
90,6113.99,1.46204,1.00651,1.54572,0.6902,0.57198,0.64685,0.3391,1.73415,1.0863,1.85742,0.005995,0.005995,0.005995
91,6182.35,1.45905,0.99667,1.53937,0.69338,0.56742,0.6451,0.33788,1.74447,1.10266,1.87976,0.00595,0.00595,0.00595
92,6250.01,1.4531,0.99971,1.53715,0.69824,0.56573,0.64519,0.34057,1.73483,1.09262,1.86713,0.005905,0.005905,0.005905
93,6317.78,1.44133,0.98541,1.52968,0.70245,0.5691,0.63909,0.33923,1.73658,1.09554,1.85979,0.00586,0.00586,0.00586
94,6385.23,1.4449,0.98721,1.5294,0.69316,0.56685,0.64317,0.34196,1.72492,1.09236,1.85465,0.005815,0.005815,0.005815
95,6453.3,1.44593,0.97246,1.52115,0.70632,0.56348,0.6488,0.34758,1.71488,1.08587,1.85186,0.00577,0.00577,0.00577
96,6521.08,1.43108,0.97582,1.51849,0.6921,0.56966,0.65002,0.34879,1.71,1.05739,1.85255,0.005725,0.005725,0.005725
97,6589.14,1.4348,0.98213,1.52048,0.70605,0.55674,0.64991,0.34503,1.7095,1.06,1.8546,0.00568,0.00568,0.00568
98,6657.21,1.4328,0.96278,1.51397,0.70366,0.5696,0.65805,0.35061,1.70006,1.05361,1.84565,0.005635,0.005635,0.005635
99,6725.51,1.43783,0.97281,1.51484,0.70697,0.55978,0.64769,0.34927,1.69069,1.06144,1.82794,0.00559,0.00559,0.00559
100,6793.44,1.42745,0.96271,1.51451,0.69075,0.56342,0.64732,0.34566,1.7147,1.06249,1.8418,0.005545,0.005545,0.005545
101,6861.27,1.41833,0.9531,1.5054,0.71674,0.56151,0.65533,0.35237,1.70457,1.04984,1.84068,0.0055,0.0055,0.0055
102,6929.26,1.41351,0.94688,1.49454,0.70253,0.55859,0.65389,0.3545,1.69036,1.04131,1.82758,0.005455,0.005455,0.005455
103,6997.43,1.40798,0.94264,1.49754,0.68339,0.57303,0.66084,0.35833,1.67807,1.04074,1.81613,0.00541,0.00541,0.00541
104,7067.1,1.3997,0.94201,1.49536,0.67777,0.58258,0.66154,0.35794,1.68119,1.0482,1.81726,0.005365,0.005365,0.005365
105,7135.76,1.39746,0.93359,1.4821,0.68655,0.58652,0.65822,0.35611,1.68263,1.05304,1.81744,0.00532,0.00532,0.00532
106,7203.22,1.38969,0.93633,1.49277,0.69409,0.58315,0.6637,0.35593,1.67503,1.05005,1.80957,0.005275,0.005275,0.005275
107,7271.31,1.39198,0.92749,1.48077,0.69538,0.58596,0.66319,0.35778,1.67975,1.04301,1.82219,0.00523,0.00523,0.00523
108,7339.4,1.39008,0.92765,1.47559,0.69343,0.58371,0.66004,0.35924,1.67415,1.04526,1.82084,0.005185,0.005185,0.005185
109,7408.85,1.38547,0.92438,1.48223,0.68328,0.58904,0.66348,0.35891,1.67524,1.0434,1.82371,0.00514,0.00514,0.00514
110,7476.7,1.37249,0.92129,1.47018,0.70121,0.57353,0.66066,0.36005,1.67032,1.04265,1.82198,0.005095,0.005095,0.005095
111,7544.4,1.37288,0.92202,1.46108,0.70161,0.57462,0.66225,0.36386,1.66953,1.036,1.82108,0.00505,0.00505,0.00505
112,7612.48,1.37669,0.92038,1.47139,0.70911,0.57303,0.66589,0.36548,1.65995,1.02998,1.81096,0.005005,0.005005,0.005005
113,7680.39,1.37013,0.91205,1.45635,0.72976,0.56685,0.66748,0.36473,1.65811,1.03064,1.80902,0.00496,0.00496,0.00496
114,7748.37,1.3735,0.9143,1.45641,0.70808,0.58146,0.67006,0.36607,1.65618,1.02206,1.80323,0.004915,0.004915,0.004915
115,7816.54,1.3509,0.89777,1.45038,0.70127,0.5816,0.66479,0.36361,1.65819,1.02909,1.8013,0.00487,0.00487,0.00487
116,7884.5,1.35701,0.90876,1.451,0.69956,0.58342,0.66525,0.36443,1.65775,1.03165,1.80359,0.004825,0.004825,0.004825
117,7952.62,1.35475,0.90512,1.45969,0.69626,0.58483,0.6629,0.36467,1.65996,1.03163,1.80523,0.00478,0.00478,0.00478
118,8020.6,1.34402,0.88326,1.45107,0.69365,0.58387,0.6641,0.36489,1.664,1.02925,1.81253,0.004735,0.004735,0.004735
119,8088.52,1.34096,0.891,1.44735,0.69936,0.5809,0.66359,0.3645,1.65776,1.0257,1.80715,0.00469,0.00469,0.00469
120,8156.53,1.33877,0.8895,1.44003,0.70486,0.58427,0.66436,0.36615,1.64567,1.02379,1.79906,0.004645,0.004645,0.004645
121,8224.16,1.34574,0.89258,1.43926,0.71357,0.57664,0.66747,0.36799,1.6432,1.02289,1.7987,0.0046,0.0046,0.0046
122,8292.13,1.32267,0.87671,1.43705,0.69625,0.58989,0.66425,0.36748,1.6449,1.02399,1.80422,0.004555,0.004555,0.004555
123,8360.45,1.33908,0.88593,1.43579,0.71059,0.5882,0.66559,0.36886,1.64156,1.01695,1.79773,0.00451,0.00451,0.00451
124,8428.42,1.32444,0.87806,1.44181,0.71713,0.58371,0.66499,0.36931,1.63835,1.01459,1.79235,0.004465,0.004465,0.004465
125,8496.66,1.33739,0.88151,1.42269,0.70986,0.58652,0.66425,0.36891,1.63911,1.01773,1.7922,0.00442,0.00442,0.00442
